Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Josh,2021-09-23 02:35:38,00:21:21,,How I Met Your Mother: Season 6: Cleaning House (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,00:21:10,Not latest view,AU (Australia)
Josh,2021-09-23 01:55:23,00:21:17,,How I Met Your Mother: Season 6: Big Days (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,00:21:11,00:21:11,AU (Australia)
Josh,2021-09-23 01:33:08,00:20:34,,How I Met Your Mother: Season 5: Doppelgangers (Episode 24),,Netflix Windows App - Cadmium Windows Mobile,00:21:13,00:21:13,AU (Australia)
Josh,2021-09-23 01:32:50,00:00:13,,How I Met Your Mother: Season 5: The Wedding Bride (Episode 23),,Netflix Windows App - Cadmium Windows Mobile,00:00:13,00:00:13,AU (Australia)
Josh,2021-09-22 16:04:21,00:20:14,,How I Met Your Mother: Season 5: The Wedding Bride (Episode 23),,Netflix Windows App - Cadmium Windows Mobile,00:20:34,Not latest view,AU (Australia)
Josh,2021-09-22 15:42:53,00:21:22,,How I Met Your Mother: Season 5: Robots Vs. Wrestlers (Episode 22),,Netflix Windows App - Cadmium Windows Mobile,00:21:28,00:21:28,AU (Australia)
Josh,2021-09-22 15:21:42,00:21:06,,How I Met Your Mother: Season 5: Twin Beds (Episode 21),,Netflix Windows App - Cadmium Windows Mobile,00:21:13,00:21:13,AU (Australia)
Josh,2021-09-22 15:00:19,00:21:18,,How I Met Your Mother: Season 5: Home Wreckers (Episode 20),,Netflix Windows App - Cadmium Windows Mobile,00:21:22,00:21:22,AU (Australia)
Josh,2021-09-22 09:52:34,00:21:48,,How I Met Your Mother: Season 5: Zoo or False (Episode 19),,Netflix Windows App - Cadmium Windows Mobile,00:21:15,00:21:15,AU (Australia)
Josh,2021-09-22 09:22:03,00:21:08,,How I Met Your Mother: Season 5: Say Cheese (Episode 18),,Netflix Windows App - Cadmium Windows Mobile,00:21:13,00:21:13,AU (Australia)
Josh,2021-09-22 06:50:36,00:07:47,,How I Met Your Mother: Season 5: Of Course (Episode 17),,Apple iPhone 8 (CDMA),00:21:13,Not latest view,AU (Australia)
Josh,2021-09-22 06:27:21,00:12:56,,How I Met Your Mother: Season 5: Of Course (Episode 17),,Netflix Windows App - Cadmium Windows Mobile,00:12:56,Not latest view,AU (Australia)
Josh,2021-09-22 06:15:12,00:12:04,,How I Met Your Mother: Season 5: Hooked (Episode 16),,Netflix Windows App - Cadmium Windows Mobile,00:21:25,00:21:25,AU (Australia)
Josh,2021-09-22 06:14:43,00:00:23,,How I Met Your Mother: Season 5: Rabbit or Duck (Episode 15),,Netflix Windows App - Cadmium Windows Mobile,00:08:19,00:08:19,AU (Australia)
Josh,2021-09-22 06:05:11,00:09:19,,How I Met Your Mother: Season 5: Hooked (Episode 16),,Netflix Windows App - Cadmium Windows Mobile,00:09:24,Not latest view,AU (Australia)
Josh,2021-09-22 05:27:20,00:21:01,,How I Met Your Mother: Season 5: Rabbit or Duck (Episode 15),,Netflix Windows App - Cadmium Windows Mobile,00:21:01,Not latest view,AU (Australia)
Josh,2021-09-22 04:10:36,00:21:19,,How I Met Your Mother: Season 5: Perfect Week (Episode 14),,Netflix Windows App - Cadmium Windows Mobile,00:21:26,00:21:26,AU (Australia)
Josh,2021-09-22 03:48:36,00:21:17,,How I Met Your Mother: Season 5: Jenkins (Episode 13),,Netflix Windows App - Cadmium Windows Mobile,00:21:10,00:21:10,AU (Australia)
Josh,2021-09-22 03:37:53,00:10:36,,How I Met Your Mother: Season 5: Girls Vs. Suits (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,00:21:16,00:21:16,AU (Australia)
Josh,2021-09-22 03:26:43,00:10:52,,How I Met Your Mother: Season 5: Girls Vs. Suits (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,00:10:54,Not latest view,AU (Australia)
Josh,2021-09-22 03:01:55,00:21:02,,How I Met Your Mother: Season 5: Last Cigarette Ever (Episode 11),,Netflix Windows App - Cadmium Windows Mobile,00:21:10,00:21:10,AU (Australia)
Josh,2021-09-21 10:48:14,00:00:04,,"Squid Game: Season 1: Red Light, Green Light (Episode 1)",,Netflix Windows App - Cadmium Windows Mobile,00:37:26,Not latest view,AU (Australia)
Josh,2021-09-21 10:47:29,00:00:03,,"Squid Game: Season 1: Red Light, Green Light (Episode 1)",,Netflix Windows App - Cadmium Windows Mobile,00:00:03,Not latest view,AU (Australia)
Josh,2021-09-21 10:01:51,00:21:39,,How I Met Your Mother: Season 5: The Window (Episode 10),,Netflix Windows App - Cadmium Windows Mobile,00:21:31,00:21:31,AU (Australia)
Josh,2021-09-21 10:01:20,00:00:26,,How I Met Your Mother: Season 5: Slapsgiving 2: Revenge of the Slap (Episode 9),,Netflix Windows App - Cadmium Windows Mobile,00:21:14,00:21:14,AU (Australia)
Josh,2021-09-21 07:40:25,00:20:38,,How I Met Your Mother: Season 5: Slapsgiving 2: Revenge of the Slap (Episode 9),,Netflix Windows App - Cadmium Windows Mobile,00:20:45,Not latest view,AU (Australia)
Josh,2021-09-21 07:19:21,00:20:49,,How I Met Your Mother: Season 5: The Playbook (Episode 8),,Netflix Windows App - Cadmium Windows Mobile,00:21:02,00:21:02,AU (Australia)
Josh,2021-09-21 07:19:09,00:00:06,,How I Met Your Mother: Season 5: The Rough Patch (Episode 7),,Netflix Windows App - Cadmium Windows Mobile,00:13:32,00:13:32,AU (Australia)
Josh,2021-09-21 02:49:07,00:00:34,,How I Met Your Mother: Season 5: The Playbook (Episode 8),,Apple iPhone 8 (CDMA),00:00:24,Not latest view,AU (Australia)
Josh,2021-09-21 02:48:46,00:00:07,,How I Met Your Mother: Season 5: The Playbook (Episode 8),,Apple iPhone 8 (CDMA),00:00:00,Not latest view,AU (Australia)
Josh,2021-09-21 02:18:09,00:21:54,,How I Met Your Mother: Season 5: The Rough Patch (Episode 7),,Netflix Windows App - Cadmium Windows Mobile,00:21:29,Not latest view,AU (Australia)
Josh,2021-09-20 15:29:21,00:20:54,,How I Met Your Mother: Season 5: Bagpipes (Episode 6),,Netflix Windows App - Cadmium Windows Mobile,00:20:58,00:20:58,AU (Australia)
Josh,2021-09-20 15:08:09,00:21:06,,How I Met Your Mother: Season 5: Duel Citizenship (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,00:21:14,00:21:14,AU (Australia)
Josh,2021-09-20 14:47:10,00:20:54,,How I Met Your Mother: Season 5: The Sexless Innkeeper (Episode 4),,Netflix Windows App - Cadmium Windows Mobile,00:21:02,00:21:02,AU (Australia)
Josh,2021-09-20 14:40:06,00:06:58,,How I Met Your Mother: Season 5: Robin 101 (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,00:21:14,00:21:14,AU (Australia)
Josh,2021-09-20 10:14:57,01:15:08,,John Wick,,Chrome PC (Cadmium),01:35:29,01:35:29,AU (Australia)
Josh,2021-09-20 09:41:32,00:13:25,,How I Met Your Mother: Season 5: Robin 101 (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,00:14:17,Not latest view,AU (Australia)
Josh,2021-09-20 06:59:10,00:00:47,,How I Met Your Mother: Season 5: Robin 101 (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,00:00:47,Not latest view,AU (Australia)
Josh,2021-09-20 05:44:49,00:21:09,,How I Met Your Mother: Season 5: Double Date (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,00:21:14,00:21:14,AU (Australia)
Josh,2021-09-20 05:23:49,00:20:54,,How I Met Your Mother: Season 5: Definitions (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,00:20:54,00:20:54,AU (Australia)
Josh,2021-09-20 05:02:37,00:21:07,,How I Met Your Mother: Season 4: The Leap (Episode 24),,Netflix Windows App - Cadmium Windows Mobile,00:21:14,00:21:14,AU (Australia)
Josh,2021-09-20 04:54:15,00:08:16,,How I Met Your Mother: Season 4: As Fast as She Can (Episode 23),,Netflix Windows App - Cadmium Windows Mobile,00:21:13,00:21:13,AU (Australia)
Josh,2021-09-20 04:40:55,00:12:54,,How I Met Your Mother: Season 4: As Fast as She Can (Episode 23),,Netflix Windows App - Cadmium Windows Mobile,00:13:00,Not latest view,AU (Australia)
Josh,2021-09-20 04:37:33,00:03:17,,How I Met Your Mother: Season 4: Right Place Right Time (Episode 22),,Netflix Windows App - Cadmium Windows Mobile,00:20:50,00:20:50,AU (Australia)
Josh,2021-09-20 03:03:27,00:17:28,,How I Met Your Mother: Season 4: Right Place Right Time (Episode 22),,Netflix Windows App - Cadmium Windows Mobile,00:17:34,Not latest view,AU (Australia)
Josh,2021-09-20 02:40:57,00:21:22,,How I Met Your Mother: Season 4: The Three Days Rule (Episode 21),,Netflix Windows App - Cadmium Windows Mobile,00:21:22,00:21:22,AU (Australia)
Josh,2021-09-20 02:16:52,00:20:29,,How I Met Your Mother: Season 4: Mosbius Designs (Episode 20),,Netflix Windows App - Cadmium Windows Mobile,00:21:13,00:21:13,AU (Australia)
Josh,2021-09-20 02:13:53,00:00:43,,How I Met Your Mother: Season 4: Mosbius Designs (Episode 20),,Netflix Windows App - Cadmium Windows Mobile,00:00:43,Not latest view,AU (Australia)
Josh,2021-09-19 17:28:46,00:00:03,,How I Met Your Mother: Season 4: Mosbius Designs (Episode 20),,Netflix Windows App - Cadmium Windows Mobile,00:00:03,Not latest view,AU (Australia)
Josh,2021-09-19 17:28:36,00:00:06,,How I Met Your Mother: Season 4: The Leap (Episode 24),,Netflix Windows App - Cadmium Windows Mobile,00:00:06,Not latest view,AU (Australia)
Josh,2021-09-19 17:28:23,00:00:09,,How I Met Your Mother: Season 4: Mosbius Designs (Episode 20),,Netflix Windows App - Cadmium Windows Mobile,00:00:09,Not latest view,AU (Australia)
Josh,2021-09-19 17:07:04,00:21:13,,How I Met Your Mother: Season 4: Murtaugh (Episode 19),,Netflix Windows App - Cadmium Windows Mobile,00:21:19,00:21:19,AU (Australia)
Josh,2021-09-19 16:37:41,00:12:35,,How I Met Your Mother: Season 4: Old King Clancy (Episode 18),,Netflix Windows App - Cadmium Windows Mobile,00:21:18,00:21:18,AU (Australia)
Josh,2021-09-19 14:43:58,00:08:39,,How I Met Your Mother: Season 4: Old King Clancy (Episode 18),,Netflix Windows App - Cadmium Windows Mobile,00:08:39,Not latest view,AU (Australia)
Josh,2021-09-19 14:22:47,00:21:06,,How I Met Your Mother: Season 4: The Front Porch (Episode 17),,Netflix Windows App - Cadmium Windows Mobile,00:21:12,00:21:12,AU (Australia)
Josh,2021-09-19 14:21:45,00:00:57,,"How I Met Your Mother: Season 4: Sorry, Bro (Episode 16)",,Netflix Windows App - Cadmium Windows Mobile,00:21:06,00:21:06,AU (Australia)
Josh,2021-09-19 14:20:54,00:00:05,,"How I Met Your Mother: Season 4: Sorry, Bro (Episode 16)",,Apple iPhone 8 (CDMA),00:20:11,Not latest view,AU (Australia)
Josh,2021-09-19 14:17:58,00:02:51,,"How I Met Your Mother: Season 4: Sorry, Bro (Episode 16)",,Apple iPhone 8 (CDMA),00:19:55,Not latest view,AU (Australia)
Josh,2021-09-19 14:01:08,00:09:51,,"How I Met Your Mother: Season 4: Sorry, Bro (Episode 16)",,Apple iPhone 8 (CDMA),00:17:24,Not latest view,AU (Australia)
Josh,2021-09-19 13:40:03,00:00:17,,How I Met Your Mother: Season 4: The Stinsons (Episode 15),,Sony PS4,00:20:19,00:20:19,AU (Australia)
Josh,2021-09-19 09:22:00,00:00:53,,How I Met Your Mother: Season 4: The Stinsons (Episode 15),,Apple iPhone 8 (CDMA),00:21:01,Not latest view,AU (Australia)
Josh,2021-09-19 09:10:51,00:11:04,,How I Met Your Mother: Season 4: The Stinsons (Episode 15),,Apple iPhone 8 (CDMA),00:20:08,Not latest view,AU (Australia)
Josh,2021-09-19 08:57:28,00:09:07,,How I Met Your Mother: Season 4: The Stinsons (Episode 15),,Netflix Windows App - Cadmium Windows Mobile,00:09:14,Not latest view,AU (Australia)
Josh,2021-09-19 08:36:37,00:20:46,,How I Met Your Mother: Season 4: Possimpible (Episode 14),,Netflix Windows App - Cadmium Windows Mobile,00:20:50,00:20:50,AU (Australia)
Josh,2021-09-19 08:22:24,00:13:59,,How I Met Your Mother: Season 4: Three Days of Snow (Episode 13),,Netflix Windows App - Cadmium Windows Mobile,00:21:11,00:21:11,AU (Australia)
Josh,2021-09-19 05:28:06,00:07:27,,How I Met Your Mother: Season 4: Three Days of Snow (Episode 13),,Apple iPhone 8 (CDMA),00:07:48,Not latest view,AU (Australia)
Josh,2021-09-19 03:51:11,00:01:02,,How I Met Your Mother: Season 4: Three Days of Snow (Episode 13),,Netflix Windows App - Cadmium Windows Mobile,00:01:02,Not latest view,AU (Australia)
Josh,2021-09-19 03:46:48,00:02:16,,How I Met Your Mother: Season 4: Benefits (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,00:21:22,00:21:22,AU (Australia)
Josh,2021-09-19 03:28:34,00:10:05,,How I Met Your Mother: Season 4: Benefits (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,00:19:01,Not latest view,AU (Australia)
Josh,2021-09-19 03:05:19,00:08:57,,How I Met Your Mother: Season 4: Benefits (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,00:08:57,Not latest view,AU (Australia)
Josh,2021-09-19 02:43:38,00:20:55,,How I Met Your Mother: Season 4: Little Minnesota (Episode 11),,Netflix Windows App - Cadmium Windows Mobile,00:21:01,00:21:01,AU (Australia)
Josh,2021-09-18 15:42:25,00:20:40,,How I Met Your Mother: Season 4: The Fight (Episode 10),,Apple iPhone 8 (CDMA),00:20:43,00:20:43,AU (Australia)
Josh,2021-09-18 12:37:03,00:05:13,,How I Met Your Mother: Season 4: The Naked Man (Episode 9),,Netflix Windows App - Cadmium Windows Mobile,00:21:00,00:21:00,AU (Australia)
Josh,2021-09-18 10:39:24,00:11:08,,How I Met Your Mother: Season 4: The Naked Man (Episode 9),,Apple iPhone 8 (CDMA),00:16:05,Not latest view,AU (Australia)
Josh,2021-09-18 09:02:48,00:05:30,,How I Met Your Mother: Season 4: The Naked Man (Episode 9),,Netflix Windows App - Cadmium Windows Mobile,00:04:57,Not latest view,AU (Australia)
Josh,2021-09-18 08:53:58,00:08:44,,How I Met Your Mother: Season 4: Woooo! (Episode 8),,Netflix Windows App - Cadmium Windows Mobile,00:21:12,00:21:12,AU (Australia)
Josh,2021-09-18 03:58:48,00:13:08,,How I Met Your Mother: Season 4: Woooo! (Episode 8),,Netflix Windows App - Cadmium Windows Mobile,00:12:44,Not latest view,AU (Australia)
Josh,2021-09-18 03:57:55,00:00:12,,How I Met Your Mother: Season 4: Not a Father's Day (Episode 7),,Netflix Windows App - Cadmium Windows Mobile,00:21:16,00:21:16,AU (Australia)
Josh,2021-09-18 01:31:52,00:21:24,,How I Met Your Mother: Season 4: Not a Father's Day (Episode 7),,Netflix Windows App - Cadmium Windows Mobile,00:21:08,Not latest view,AU (Australia)
Josh,2021-09-18 01:31:21,00:00:26,,How I Met Your Mother: Season 4: Happily Ever After (Episode 6),,Netflix Windows App - Cadmium Windows Mobile,00:19:31,00:19:31,AU (Australia)
Josh,2021-09-17 17:29:50,00:00:59,,How I Met Your Mother: Season 4: Happily Ever After (Episode 6),,Apple iPhone 8 (CDMA),00:20:07,Not latest view,AU (Australia)
Josh,2021-09-17 17:09:26,00:19:04,,How I Met Your Mother: Season 4: Happily Ever After (Episode 6),,Apple iPhone 8 (CDMA),00:19:04,Not latest view,AU (Australia)
Josh,2021-09-17 17:08:24,00:00:57,,How I Met Your Mother: Season 4: Shelter Island (Episode 5),,Apple iPhone 8 (CDMA),00:21:12,00:21:12,AU (Australia)
Josh,2021-09-17 17:08:04,00:00:17,,How I Met Your Mother: Season 4: Shelter Island (Episode 5),,Apple iPhone 8 (CDMA),00:20:15,Not latest view,AU (Australia)
Josh,2021-09-17 16:47:51,00:19:58,,How I Met Your Mother: Season 4: Shelter Island (Episode 5),,Apple iPhone 8 (CDMA),00:19:58,Not latest view,AU (Australia)
Josh,2021-09-17 16:47:41,00:00:08,,How I Met Your Mother: Season 4: Intervention (Episode 4),,Apple iPhone 8 (CDMA),00:20:57,00:20:57,AU (Australia)
Josh,2021-09-17 14:55:55,00:03:14,,How I Met Your Mother: Season 4: Intervention (Episode 4),,Netflix Windows App - Cadmium Windows Mobile,00:20:53,Not latest view,AU (Australia)
Josh,2021-09-17 12:21:18,00:05:55,,How I Met Your Mother: Season 4: Intervention (Episode 4),,Netflix Windows App - Cadmium Windows Mobile,00:17:52,Not latest view,AU (Australia)
Josh,2021-09-17 09:37:52,00:12:39,,How I Met Your Mother: Season 4: Intervention (Episode 4),,Netflix Windows App - Cadmium Windows Mobile,00:11:57,Not latest view,AU (Australia)
Josh,2021-09-17 04:45:49,00:21:36,,How I Met Your Mother: Season 4: I Heart NJ (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,00:21:11,00:21:11,AU (Australia)
Josh,2021-09-17 04:24:05,00:21:36,,How I Met Your Mother: Season 4: The Best Burger in New York (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,00:21:16,00:21:16,AU (Australia)
Josh,2021-09-17 04:05:10,00:18:48,,How I Met Your Mother: Season 4: Do I Know You? (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,00:21:28,00:21:28,AU (Australia)
Josh,2021-09-17 04:04:43,00:00:02,,How I Met Your Mother: Season 4: Do I Know You? (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,00:02:43,Not latest view,AU (Australia)
Josh,2021-09-17 03:05:08,00:02:34,,How I Met Your Mother: Season 4: Do I Know You? (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,00:02:41,Not latest view,AU (Australia)
Josh,2021-09-17 03:04:32,00:00:31,,How I Met Your Mother: Season 3: Miracles (Episode 20),,Netflix Windows App - Cadmium Windows Mobile,00:21:38,00:21:38,AU (Australia)
Josh,2021-09-17 01:08:39,00:21:20,,How I Met Your Mother: Season 3: Miracles (Episode 20),,Netflix Windows App - Cadmium Windows Mobile,00:21:25,Not latest view,AU (Australia)
Josh,2021-09-17 00:37:45,00:20:48,,How I Met Your Mother: Season 3: Everything Must Go (Episode 19),,Netflix Windows App - Cadmium Windows Mobile,00:20:36,00:20:36,AU (Australia)
Josh,2021-09-17 00:15:40,00:21:39,,How I Met Your Mother: Season 3: Rebound Bro (Episode 18),,Netflix Windows App - Cadmium Windows Mobile,00:21:22,00:21:22,AU (Australia)
Josh,2021-09-16 23:45:54,00:21:30,,How I Met Your Mother: Season 3: The Goat (Episode 17),,Netflix Windows App - Cadmium Windows Mobile,00:21:35,00:21:35,AU (Australia)
Josh,2021-09-16 14:13:00,00:21:10,,How I Met Your Mother: Season 3: Sandcastles in the Sand (Episode 16),,Netflix Windows App - Cadmium Windows Mobile,00:21:17,00:21:17,AU (Australia)
Josh,2021-09-16 13:51:45,00:20:37,,How I Met Your Mother: Season 3: The Chain of Screaming (Episode 15),,Netflix Windows App - Cadmium Windows Mobile,00:21:17,00:21:17,AU (Australia)
Josh,2021-09-16 13:38:20,00:09:39,,How I Met Your Mother: Season 3: The Bracket (Episode 14),,Netflix Windows App - Cadmium Windows Mobile,00:20:28,00:20:28,AU (Australia)
Josh,2021-09-16 13:30:44,00:06:46,,How I Met Your Mother: Season 3: The Bracket (Episode 14),,Netflix Windows App - Cadmium Windows Mobile,00:11:43,Not latest view,AU (Australia)
Josh,2021-09-16 10:37:39,00:05:15,,How I Met Your Mother: Season 3: The Bracket (Episode 14),,Netflix Windows App - Cadmium Windows Mobile,00:05:15,Not latest view,AU (Australia)
Josh,2021-09-16 10:16:07,00:21:26,,How I Met Your Mother: Season 3: Ten Sessions (Episode 13),,Netflix Windows App - Cadmium Windows Mobile,00:21:33,00:21:33,AU (Australia)
Josh,2021-09-16 10:07:12,00:08:39,,How I Met Your Mother: Season 3: No Tomorrow (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,00:20:56,00:20:56,AU (Australia)
Josh,2021-09-16 09:41:53,00:13:16,,How I Met Your Mother: Season 3: No Tomorrow (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,00:12:44,Not latest view,AU (Australia)
Josh,2021-09-16 09:34:41,00:07:06,,How I Met Your Mother: Season 3: The Platinum Rule (Episode 11),,Netflix Windows App - Cadmium Windows Mobile,00:21:03,00:21:03,AU (Australia)
Josh,2021-09-16 05:54:59,00:14:07,,How I Met Your Mother: Season 3: The Platinum Rule (Episode 11),,Netflix Windows App - Cadmium Windows Mobile,00:13:57,Not latest view,AU (Australia)
Josh,2021-09-16 05:30:36,00:22:13,,How I Met Your Mother: Season 3: The Yips (Episode 10),,Netflix Windows App - Cadmium Windows Mobile,00:21:35,00:21:35,AU (Australia)
Josh,2021-09-16 05:29:55,00:00:26,,How I Met Your Mother: Season 3: Slapsgiving (Episode 9),,Netflix Windows App - Cadmium Windows Mobile,00:21:59,00:21:59,AU (Australia)
Josh,2021-09-16 02:55:44,00:21:27,,How I Met Your Mother: Season 3: Slapsgiving (Episode 9),,Netflix Windows App - Cadmium Windows Mobile,00:21:15,Not latest view,AU (Australia)
Josh,2021-09-16 02:34:56,00:20:34,,How I Met Your Mother: Season 3: Spoiler Alert (Episode 8),,Netflix Windows App - Cadmium Windows Mobile,00:20:42,00:20:42,AU (Australia)
Josh,2021-09-16 02:09:21,00:19:46,,How I Met Your Mother: Season 3: Dowisetrepla (Episode 7),,Netflix Windows App - Cadmium Windows Mobile,00:20:41,00:20:41,AU (Australia)
Josh,2021-09-16 02:07:14,00:01:33,Autoplayed: user action: None; ,How I Met Your Mother: Season 3: Dowisetrepla (Episode 7),,Netflix Windows App - Cadmium Windows Mobile,00:01:22,Not latest view,AU (Australia)
Josh,2021-09-16 01:24:42,00:21:48,,How I Met Your Mother: Season 3: I'm Not That Guy (Episode 6),,Netflix Windows App - Cadmium Windows Mobile,00:21:34,00:21:34,AU (Australia)
Josh,2021-09-16 01:17:28,00:06:49,,How I Met Your Mother: Season 3: How I Met Everyone Else (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,00:21:24,00:21:24,AU (Australia)
Josh,2021-09-16 00:33:33,00:16:02,,How I Met Your Mother: Season 3: How I Met Everyone Else (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,00:15:27,Not latest view,AU (Australia)
Josh,2021-09-16 00:19:10,00:13:15,,How I Met Your Mother: Season 3: Little Boys (Episode 4),,Netflix Windows App - Cadmium Windows Mobile,00:21:14,00:21:14,AU (Australia)
Josh,2021-09-15 23:21:21,00:07:51,,How I Met Your Mother: Season 3: Little Boys (Episode 4),,Netflix Windows App - Cadmium Windows Mobile,00:07:51,Not latest view,AU (Australia)
Josh,2021-09-15 23:02:08,00:18:57,,How I Met Your Mother: Season 3: Third Wheel (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,00:21:54,00:21:54,AU (Australia)
Josh,2021-09-15 22:41:23,00:20:40,,How I Met Your Mother: Season 3: We're Not From Here (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,00:20:46,00:20:46,AU (Australia)
Josh,2021-09-15 13:47:52,00:00:14,,John Wick,,Apple iPhone 8 (CDMA),00:02:00,Not latest view,AU (Australia)
Josh,2021-09-15 13:22:55,00:20:50,,How I Met Your Mother: Season 3: Wait for It (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,00:20:26,00:20:26,AU (Australia)
Josh,2021-09-15 12:57:51,00:21:46,,How I Met Your Mother: Season 2: Something Blue (Episode 22),,Netflix Windows App - Cadmium Windows Mobile,00:21:38,00:21:38,AU (Australia)
Josh,2021-09-15 12:57:00,00:00:09,,How I Met Your Mother: Season 2: Something Blue (Episode 22),,Netflix Windows App - Cadmium Windows Mobile,00:00:09,Not latest view,AU (Australia)
Josh,2021-09-15 12:33:36,00:22:10,,How I Met Your Mother: Season 2: Something Borrowed (Episode 21),,Netflix Windows App - Cadmium Windows Mobile,00:21:55,00:21:55,AU (Australia)
Josh,2021-09-15 12:32:14,00:01:15,,How I Met Your Mother: Season 2: Showdown (Episode 20),,Netflix Windows App - Cadmium Windows Mobile,00:21:57,00:21:57,AU (Australia)
Josh,2021-09-15 12:13:03,00:17:35,,How I Met Your Mother: Season 2: Showdown (Episode 20),,Netflix Windows App - Cadmium Windows Mobile,00:20:43,Not latest view,AU (Australia)
Josh,2021-09-15 12:07:17,00:03:47,,How I Met Your Mother: Season 2: Showdown (Episode 20),,Netflix Windows App - Cadmium Windows Mobile,00:03:47,Not latest view,AU (Australia)
Josh,2021-09-15 11:40:47,00:22:24,,How I Met Your Mother: Season 2: Bachelor Party (Episode 19),,Netflix Windows App - Cadmium Windows Mobile,00:21:53,00:21:53,AU (Australia)
Josh,2021-09-15 11:31:39,00:08:19,,How I Met Your Mother: Season 2: Moving Day (Episode 18),,Netflix Windows App - Cadmium Windows Mobile,00:22:24,00:22:24,AU (Australia)
Josh,2021-09-15 09:07:34,00:13:35,,How I Met Your Mother: Season 2: Moving Day (Episode 18),,Netflix Windows App - Cadmium Windows Mobile,00:13:35,Not latest view,AU (Australia)
Josh,2021-09-15 09:07:28,00:00:03,,"How I Met Your Mother: Season 2: Arrivederci, Fiero (Episode 17)",,Netflix Windows App - Cadmium Windows Mobile,00:22:02,00:22:02,AU (Australia)
Josh,2021-09-15 08:36:26,00:21:42,,"How I Met Your Mother: Season 2: Arrivederci, Fiero (Episode 17)",,Netflix Windows App - Cadmium Windows Mobile,00:21:22,Not latest view,AU (Australia)
Josh,2021-09-15 08:02:11,00:18:56,,How I Met Your Mother: Season 2: Stuff (Episode 16),,Netflix Windows App - Cadmium Windows Mobile,00:21:36,00:21:36,AU (Australia)
Josh,2021-09-15 07:57:15,00:02:39,,How I Met Your Mother: Season 2: Stuff (Episode 16),,Netflix Windows App - Cadmium Windows Mobile,00:02:43,Not latest view,AU (Australia)
Josh,2021-09-15 07:35:24,00:21:21,,How I Met Your Mother: Season 2: Lucky Penny (Episode 15),,Netflix Windows App - Cadmium Windows Mobile,00:21:10,00:21:10,AU (Australia)
Josh,2021-09-15 07:13:57,00:21:18,,How I Met Your Mother: Season 2: Monday Night Football (Episode 14),,Netflix Windows App - Cadmium Windows Mobile,00:21:16,00:21:16,AU (Australia)
Josh,2021-09-15 07:05:43,00:06:40,,How I Met Your Mother: Season 2: Columns (Episode 13),,Netflix Windows App - Cadmium Windows Mobile,00:21:41,00:21:41,AU (Australia)
Josh,2021-09-15 06:49:52,00:15:38,,How I Met Your Mother: Season 2: Columns (Episode 13),,Netflix Windows App - Cadmium Windows Mobile,00:15:04,Not latest view,AU (Australia)
Josh,2021-09-15 06:27:39,00:21:33,,How I Met Your Mother: Season 2: First Time in New York (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,00:21:40,00:21:40,AU (Australia)
Josh,2021-09-15 06:06:06,00:21:27,,How I Met Your Mother: Season 2: How Lily Stole Christmas (Episode 11),,Netflix Windows App - Cadmium Windows Mobile,00:21:35,00:21:35,AU (Australia)
Josh,2021-09-15 05:42:30,00:21:53,,How I Met Your Mother: Season 2: Single Stamina (Episode 10),,Netflix Windows App - Cadmium Windows Mobile,00:21:55,00:21:55,AU (Australia)
Josh,2021-09-15 05:42:21,00:00:04,,How I Met Your Mother: Season 2: Slap Bet (Episode 9),,Netflix Windows App - Cadmium Windows Mobile,00:22:14,00:22:14,AU (Australia)
Josh,2021-09-15 04:23:28,00:20:26,,How I Met Your Mother: Season 2: Slap Bet (Episode 9),,Netflix Windows App - Cadmium Windows Mobile,00:21:37,Not latest view,AU (Australia)
Josh,2021-09-15 04:01:03,00:22:21,,How I Met Your Mother: Season 2: Atlantic City (Episode 8),,Netflix Windows App - Cadmium Windows Mobile,00:22:08,00:22:08,AU (Australia)
